                     Force(x),                      Force(y),                      Force(z),                    Force(Net),                   Velocity(x),                   Velocity(y),                   Velocity(z),                 Velocity(Net),                   Position(x),                   Position(y),                   Position(z),                          Time,
        2.0470056741197614e-16          3.384523539807531e-11          2.047005674138427e-16         1.1454999592349348e-21              45.00000080055524             45.000444708086896          8.005560043916555e-07              4050.040095975559             10720.720907556517              10720.82038317696         0.00018683596235381848              475.4754754754755
        2.0470184150948718e-16         3.3845287209380705e-11         2.0470184151135375e-16         1.1455034663692749e-21             45.000000595207524              45.00030460271476          5.952081000478846e-07             4050.0274679057898             10720.720859333369             10720.787371684828          0.0001386127806994513             476.47647647647653
        2.0129323979293195e-16           3.35628990137538e-11         2.0129323979473689e-16          1.126468190288474e-21              45.00000080055545             45.000444741966064          8.005562092984038e-07              4050.040099024732             10765.765953402919             10765.865873392202          0.0001876373198181278              477.4774774774775
        2.0129449282044163e-16          3.356295039843948e-11         2.0129449282224657e-16         1.1264716395291477e-21              45.00000059520772             45.000304636311256          5.952083015426191e-07              4050.027470929512             10765.765904974218             10765.832721654311         0.00013920858470425136              478.4784784784785
        1.9795649739151223e-16         3.3284078123306065e-11         1.9795649739325778e-16          1.107829856596715e-21              45.00000080055565              45.00044477556261          8.005564107943926e-07               4050.04010204847             10810.810999249321             10810.911363641215         0.00018843867748584192              479.4794794794795
         1.979577297816069e-16         3.3284129086607005e-11         1.9795772978335245e-16         1.1078332491322928e-21              45.00000059520792             45.000304669628655          5.952084996972711e-07             4050.0274739281163             10810.810950615067             10810.878071657284         0.00013980438890907613             480.48048048048054
         1.946885931946244e-16         3.3008714648405426e-11         1.9468859319631273e-16          1.089575242815662e-21             45.000000800555846              45.00044480888006          8.005566089502783e-07             4050.0401050470878             10855.856045095723             10855.956853923719           0.000189240035353582              481.4814814814815
        1.9468980537028623e-16          3.300876519547154e-11         1.9468980537197461e-16         1.0895785798055814e-21             45.000000595208114              45.00030470267041          5.952086945807478e-07              4050.027476901912             10855.855996255916              10855.92342169347         0.00014040019331061667              482.4824824824825
        1.9148783040078964e-16           3.27367517042504e-11         1.9148783040242292e-16         1.0716949122190766e-21              45.00000080055604              45.00044484192187          8.005568038349684e-07              4050.040108020897             10900.901090942125             10901.002344239436          0.0001900413934180391             483.48348348348355
        1.9148902277564618e-16          3.273680184014824e-11         1.9148902277727947e-16         1.0716981947944695e-21             45.000000595208306              45.00030473543993          5.952088862602577e-07              4050.027479851206             10900.901041896765             10900.968771762593          0.0001409959979056322             484.48448448448454
          1.88352560798213e-16          3.246813357027473e-11         1.8835256079979316e-16          1.054179697608154e-21              45.00000080055623              45.00044487469144          8.005569955156718e-07             4050.0401109702048             10945.946136788527             10946.047834588091         0.00019084275167597235              485.4854854854855
        1.8835373376656767e-16          3.246818329998911e-11         1.8835373376814788e-16         1.0541829268726462e-21               45.0000005952085              45.00030476794057          5.952090748013597e-07             4050.0274827763005             10945.946087537613             10946.014121864386         0.00014159180269094832              486.4864864864865
        1.8528118317683638e-16           3.22028056616918e-11         1.8528118317836541e-16         1.0370206925533479e-21              45.00000080055642             45.000444907192126          8.005571840579479e-07             4050.0401138953125             10990.991182634929             10991.093324969414          0.0001916441101242074             487.48748748748756
         1.852823371446175e-16         3.2202854990127486e-11         1.8528233714614653e-16         1.0370238695838377e-21              45.00000059520868              45.00030480017561          5.952092602680095e-07              4050.027485677491             10990.991133178462             10991.059471998578          0.0001421876076634555             488.48848848848854
        1.8227214181375389e-16          3.194071450184666e-11         1.8227214181523364e-16         1.0202092429549235e-21             45.000000800556606              45.00044493942722          8.005573695257529e-07             4050.0401167965165             11036.036228481333             11036.138815383138         0.00019244546875963467             489.48948948948953
        1.8227327715789948e-16         3.1940763433829984e-11         1.8227327715937926e-16         1.0202123688023379e-21              45.00000059520887               45.0003048321483          5.952094427226059e-07             4050.0274885550684             11036.036178819311             11036.104822164907         0.00014278341282010745              490.4904904904905
        1.7932392496915005e-16         3.1681807695349623e-11         1.7932392497058232e-16         1.0037369389094287e-21              45.00000080055679              45.00044497139996          8.005575519814857e-07              4050.040119674108             11081.081274327737             11081.184305828998         0.00019324682757920785             491.49149149149156
        1.7932504206837385e-16         3.1681856235629984e-11         1.7932504206980612e-16         1.0037400145994413e-21             45.000000595209045              45.00030486386182          5.952096222260343e-07             4050.0274914093206              11081.08122446016              11081.15017236311         0.00014337921815791958             492.49249249249254
        1.7643506352167759e-16          3.142603390196592e-11         1.7643506352306406e-16          9.875956068697701e-22              45.00000080055697             45.000445003113526          8.005577314860324e-07             4050.0401225283736              11126.12632017414             11126.229796306732         0.00019404818657994236             493.49349349349353
        1.7643616273659143e-16          3.142608205521733e-11          1.764361627379779e-16          9.875986334035123e-22              45.00000059520922              45.00030489531931          5.952097988377096e-07               4050.02749424053             11126.126270101011              11126.19552259293          0.0001439750236739675              494.4944944944945
        1.7360412954039879e-16          3.117334281123762e-11         1.7360412954174108e-16           9.71777302087217e-22             45.000000800557146             45.000445034571065          8.005579080988079e-07              4050.040125359596             11171.171366020544             11171.275286816084         0.00019484954575891376             495.49549549549556
        1.7360521123364356e-16           3.11733905820602e-11         1.7360521123498588e-16          9.717802804419568e-22              45.00000059520939              45.00030492652386           5.95209972615617e-07              4050.027497048974             11171.171315741862             11171.240872854114          0.0001445708293653856             496.49649649649655
        1.7082973504087602e-16          3.092368511781438e-11         1.7082973504217574e-16             9.562743013241e-22             45.000000800557316              45.00044506577566          8.005580818777981e-07             4050.0401281680524             11216.216411866948             11216.320777356797          0.0001956509051132564             497.49749749749753
         1.708307995478316e-16         3.0923732510735784e-11          1.708307995491313e-16          9.562772324539035e-22              45.00000059520956               45.0003049574785          5.952101436163527e-07             4050.0274998349255             11216.216361382712             11216.286223146408         0.00014516663522936557              498.4984984984985
        1.6811053063633565e-16         3.0677012497470154e-11          1.681105306375943e-16          9.410790958264623e-22              45.00000080055749             45.000445096730346          8.005582528795994e-07              4050.040130954017             11261.261457713352             11261.366267928623           0.000196452264640162             499.49949949949956
         1.681115783141699e-16          3.067705951694704e-11         1.6811157831542855e-16           9.41081980662834e-22             45.000000595209734             45.000304988186215          5.952103118951622e-07             4050.0275025986543             11261.261407023563             11261.331573469562          0.0001457624412631551             500.50050050050055
        1.6544520438723965e-16          3.043327758378482e-11          1.654452043884587e-16          9.261843845464438e-22              45.00000080055766              45.00044512743811          8.005584211594576e-07             4050.0401337177586             11306.306503559756             11306.411758531309         0.00019725362433687825             501.50150150150154
        1.6544623555674866e-16          3.043332423420418e-11          1.654462355579677e-16          9.261872239989446e-22               45.0000005952099             45.000305018649954          5.952104775059774e-07              4050.027505340424             11306.306452664414             11306.376923823334         0.00014635824746405657              502.5025025025025
        1.6283248057332623e-16         3.0192433945468994e-11         1.6283248057450706e-16          9.115830676045374e-22              45.00000080055782               45.0004451579019           8.00558586771305e-07             4050.0401364595414              11351.35154940616             11351.457249164612         0.00019805498420070745             503.50350350350357
        1.6283349555801031e-16          3.019248023114957e-11         1.6283349555919114e-16          9.115858625613874e-22              45.00000059521006              45.00030504887261          5.952106405014534e-07              4050.027508060496             11351.351498305265              11351.42227420748         0.00014695405382942565             504.50450450450455
        1.6027111856270284e-16         2.9954436064312555e-11         1.6027111856384678e-16          8.972682399823624e-22             45.000000800557984               45.0004451881246          8.005587497677971e-07             4050.0401391796263             11396.396595252563              11396.50273982829          0.0001988563442290053             505.50550550550554
        1.6027211768863536e-16          2.995448198950605e-11          1.602721176897793e-16          8.972709913110166e-22             45.000000595210224              45.00030507885703          5.952108009330035e-07              4050.027510759127             11396.396543946115             11396.467624621759         0.00014754986035667012              506.5065065065065
         1.577599117454168e-16         2.9719239313736755e-11         1.5775991174652517e-16          8.832331854369325e-22              45.00000080055815             45.000445218109064          8.005589102003474e-07             4050.0401418782694             11441.441641098967               11441.5482305221         0.00019965770441917954             507.50750750750757
        1.5776089530373742e-16          2.971928488262923e-11          1.577608953048458e-16          8.832358939846515e-22              45.00000059521038              45.00030510860602          5.952109588508331e-07              4050.027513436568             11441.441589586966             11441.512975065934         0.00014814566704324862             508.50850850850856
        1.5529768640816962e-16         2.9486799937931644e-11         1.5529768640924363e-16          8.694713706278404e-22             45.000000800558304             45.000445247858096          8.005590681191615e-07             4050.0401445557227              11486.48668694537             11486.593721245807          0.0002004590647686888             509.50950950950954
         1.552986547210348e-16          2.948684515464473e-11         1.5529865472210883e-16           8.69474037222231e-22              45.00000059521054             45.000305138122336          5.952111143039727e-07             4050.0275160930687             11486.486635227817             11486.558325539772         0.00014874147388666944              510.5105105105105
        1.5288330078406106e-16          2.925707503156022e-11         1.5288330078510191e-16           8.55976439449091e-22              45.00000080055846              45.00044527737446          8.005592235732703e-07              4050.040147212236             11531.531732791776             11531.639211999176         0.00020126042527504137             511.51151151151157
        1.5288425413003993e-16          2.925711990015236e-11          1.528842541310808e-16          8.559790648986384e-22              45.00000059521069               45.0003051674087          5.952112673403098e-07              4050.027518728873             11531.531680868668             11531.603676043042          0.0001493372808844894              512.5125125125126
        1.5051564401297694e-16         2.9030022520012115e-11          1.505156440139858e-16          8.427422075577205e-22              45.00000080055862             45.000445306660865          8.005593766105617e-07              4050.040149848053             11576.576778638182             11576.684702781977         0.00020206178593579405              513.5135135135135
        1.5051658269225702e-16         2.9030067044479785e-11         1.5051658269326587e-16          8.427447926523018e-22              45.00000059521084              45.00030519646778          5.952114180066201e-07             4050.0275213442214             11576.576726509518             11576.649026575513         0.00014993308803431268              514.5145145145145
         1.481936352082678e-16           2.88056011401896e-11         1.4819363520924576e-16           8.29762657091615e-22             45.000000800558766              45.00044533571999          8.005595272778116e-07              4050.040152463413             11621.621824484588              11621.73019359398         0.00020286314674855099              515.5155155155155
        1.4819455949666021e-16          2.880564532446842e-11         1.4819455949763816e-16          8.297652026029927e-22              45.00000059521099              45.00030522530221          5.952115663485973e-07              4050.027523939352              11621.62177215037             11621.694377136959         0.00015052889533378978              516.5165165165166
        1.4591622254374776e-16         2.8583770421809814e-11         1.4591622254469585e-16         8.1703193156931275e-22             45.000000800558915             45.000445364554466          8.005596756207141e-07             4050.0401550585552             11666.666870330993             11666.775684434957         0.00020366450771096265              517.5175175175176
        1.4591713272036096e-16          2.858381426977579e-11         1.4591713272130907e-16          8.170344382516217e-22              45.00000059521114               45.0003052539146          5.952117124108822e-07              4050.027526514497             11666.666817791223             11666.739727727158         0.00015112470278061635              518.5185185185186
         1.436823823426649e-16         2.8364490669207352e-11          1.436823823435842e-16         8.0454433096484015e-22             45.000000800559064              45.00044539316689            8.0055982168391e-07              4050.040157633712             11711.711916177399             11711.821175304687         0.00020446586882072473              519.5195195195196
        1.4368327867192824e-16         2.8364534184677923e-11         1.4368327867284753e-16          8.045467995550522e-22              45.00000059521128              45.00030528230748          5.952118562370907e-07              4050.027529069887             11711.711863432076             11711.785078345887         0.00015172051037253226              520.5205205205206
        1.4149111824875603e-16         2.8147722943621904e-11          1.414911182496475e-16          7.922943069509384e-22              45.00000080055921              45.00044542155982          8.005599655110158e-07             4050.0401601891135             11756.756962023805             11756.866666202948         0.00020526723007557705              521.5215215215215
        1.4149200098968188e-16           2.81477661303571e-11         1.4149200099057335e-16          7.922967381693182e-22             45.000000595211425              45.00030531048338          5.952119978698417e-07             4050.0275316057473             11756.756909072928              11756.83042899293          0.0001523163181073205              522.5225225225225
        1.3934146036138674e-16         2.7933429045956406e-11          1.393414603622513e-16          7.802764583043131e-22              45.00000080055935              45.00044544973576          8.005601071446504e-07              4050.040162724986              11801.80200787021             11801.912157129522          0.0002060685914733026              523.5235235235235
        1.3934232977648337e-16          2.793347190765986e-11         1.3934232977734794e-16           7.80278852854855e-22              45.00000059521157              45.00030533844477          5.952121373507829e-07             4050.0275341223028             11801.801954713781              11801.87577966807          0.0001529121259828063              524.5245245245246
         1.372324644592189e-16          2.772157149999122e-11         1.3723246446005746e-16          7.684855264667909e-22              45.00000080055949              45.00044547769719           8.00560246626462e-07              4050.040165241553             11846.847053716616             11846.957648084193          0.0002068699530117266              525.5255255255256
        1.3723332079691747e-16         2.7721614040311258e-11         1.3723332079775606e-16          7.684878850376483e-22               45.0000005952117              45.00030536619409          5.952122747206172e-07             4050.0275366197707             11846.847000354634              11846.92113037109         0.00015350793399685606              526.5265265265266
         1.351632112390389e-16          2.751211353604099e-11         1.3516321123985234e-16          7.569163912565479e-22             45.000000800559626              45.00044550544656          8.005603839971534e-07             4050.0401677390323             11891.892099563021             11892.003139066748          0.0002076713146887154              527.5275275275276
        1.3516405474273493e-16         2.7512155758571668e-11         1.3516405474354842e-16          7.569187145204469e-22              45.00000059521184              45.00030539373375          5.952124100191269e-07             4050.0275390983684             11891.892045995486             11891.966481101785         0.00015410374214737646              528.5285285285286
        1.3313280552648406e-16         2.7305019075040508e-11         1.3313280552727324e-16          7.455640667237747e-22              45.00000080055976             45.000445532986255          8.005605192965075e-07              4050.040170217642             11936.937145409427             11937.048630076975          0.0002084726765021757              529.5295295295296
         1.331336364432422e-16         2.7305060983322613e-11         1.3313363644403143e-16           7.45566355338416e-22              45.00000059521197             45.000305421066095          5.952125432851985e-07             4050.0275415583087             11936.937091636339             11937.011831859943         0.00015469955043231356              530.5305305305305
        1.3114037558841143e-16          2.710025271304703e-11         1.3114037558917716e-16          7.344236971454084e-22             45.000000800559896             45.000445560318646          8.005606525634108e-07              4050.040172677594             11981.982191255833             11982.094121114666         0.00020927403845005354              531.5315315315315
        1.3114119414326092e-16         2.7100294310569023e-11         1.3114119414402666e-16          7.344259517538558e-22               45.0000005952121              45.00030544819347          5.952126745568458e-07              4050.027543999801             11981.982137277191             11982.057182645358          0.0001552953588496519              532.5325325325326
        1.2918507242365366e-16          2.689777970614657e-11         1.2918507242439674e-16          7.234905531537679e-22             45.000000800560024             45.000445587446066          8.005607838358775e-07             4050.0401751190975             12027.027237102238             12027.139612179613         0.00021007540053033345              533.5335335335336
         1.291858788540443e-16         2.6897820996345546e-11          1.291858788547874e-16          7.234927743848254e-22              45.00000059521223             45.000305475118175          5.952128038712326e-07              4050.027546423052             12027.027182918044             12027.102533457826          0.0001558911673974137              534.5345345345346
        1.2726606910084548e-16         2.6697565955752066e-11          1.272660691015666e-16           7.12760027994125e-22              45.00000080056015              45.00044561437081          8.005609131510715e-07               4050.04017754236             12072.072282948644             12072.185103271613         0.00021087676274103763              535.5355355355356
        1.2726686362267227e-16         2.6697606942014762e-11         1.2726686362339341e-16          7.127622164627087e-22             45.000000595212356              45.00030550184246          5.952129312646951e-07             4050.0275488282655             12072.072228558896             12072.147884297146          0.0001564869760736579              536.5365365365366
         1.253825600663005e-16          2.649957799428212e-11          1.253825600670004e-16          7.022276339064828e-22              45.00000080056028              45.00044564109514          8.005610405453294e-07              4050.040179947585             12117.117328795051             12117.230594390465         0.00021167812508022501              537.5375375375376
        1.2538334290784096e-16          2.649961867994578e-11          1.253833429085409e-16          7.022297902139733e-22             45.000000595212484             45.000305528368564          5.952130567727633e-07             4050.0275512156427             12117.117274199749             12117.193235163119         0.00015708278487647947              538.5385385385385
         1.235337605644672e-16         2.6303782971208824e-11         1.2353376056514663e-16          6.918889986269764e-22              45.00000080056041             45.000445667621285          8.005611660541812e-07              4050.040182334973             12162.162374641459             12162.276085535968         0.00021247948754599054              539.5395395395395
         1.235345319329067e-16         2.6303823359562086e-11          1.235345319335862e-16          6.918911233615655e-22             45.000000595212605              45.00030555469868          5.952131804301812e-07               4050.02755358538             12162.162319840601             12162.238586055544         0.00015767859380400848              540.5405405405406
        1.2171890600136584e-16         2.6110148639463946e-11         1.2171890600202548e-16          6.817398620045319e-22              45.00000080056053              45.00044569395144          8.005612897123713e-07             4050.0401847047215             12207.207420487866             12207.321576707927         0.00021328085013646428              541.5415415415416
        1.2171966610801894e-16         2.6110188733747777e-11         1.2171966610867855e-16          6.817419557415607e-22             45.000000595212725              45.00030558083496          5.952133022709279e-07             4050.0275559376723             12207.207365481456              12207.28393697423         0.00015827440285440944              542.5425425425426
         1.199372513357579e-16          2.591864334219316e-11         1.1993725133639835e-16          6.717760727285837e-22              45.00000080056065              45.00044572008777           8.00561411553879e-07              4050.040187057025             12252.252466334274             12252.367067906145         0.00021408221284981076              543.5435435435436
        1.1993800038777205e-16         2.5918683145601642e-11          1.199380003884125e-16          6.717781360308649e-22             45.000000595212846              45.00030560677955          5.952134223282366e-07             4050.0275582727118              12252.25241112231             12252.329287918983          0.0001588702120258805              544.5445445445446
        1.1818807056979382e-16           2.57292359998478e-11          1.181880705704157e-16          6.619935851638008e-22              45.00000080056077               45.0004457460324          8.005615316119374e-07             4050.0401893920757             12297.297512180681              12297.41255913043          0.0002148835756842281              545.5455455455456
          1.18188808762156e-16         2.5729275515529017e-11         1.1818880876277792e-16          6.619956185819382e-22              45.00000059521297              45.00030563253454          5.952135406346135e-07             4050.0275605906877             12297.297456763165              12297.37463888961          0.0001594660213166527              546.5465465465466
        1.1647065612560978e-16         2.5541896097604784e-11          1.164706561262137e-16          6.523884562879693e-22              45.00000080056089             45.000445771787426          8.005616499190532e-07              4050.040191710062             12342.342558027089              12342.45805038059         0.00021568493863794732              547.5475475475477
        1.1647138365753687e-16         2.5541935328661675e-11         1.1647138365814082e-16          6.523904603606665e-22              45.00000059521308              45.00030565810201          5.952136572218569e-07             4050.0275628917857             12342.342502404019             12342.419989885926         0.00016006183072498926              548.5485485485486
        1.1478431834515091e-16         2.5356593673104948e-11         1.1478431834573748e-16          6.429568427292967e-22             45.000000800561004              45.00044579735493          8.005617665070248e-07               4050.04019401117             12387.387603873496             12387.503541656437         0.00021648630170923165              549.5495495495496
         1.147850354119709e-16          2.535663262259605e-11         1.1478503541255748e-16          6.429588179836534e-22             45.000000595213194              45.00030568348399          5.952137721210745e-07             4050.0275651761895             12387.387548044873              12387.46534090774         0.00016065764024918492              550.5505505505506
        1.1312838499652058e-16         2.5173299304500622e-11         1.1312838499709033e-16          6.336949978995675e-22              45.00000080056112              45.00044582273694          8.005618814069602e-07             4050.0401962955843             12432.432649719904             12432.549032957784         0.00021728766489637579              551.5515515515516
         1.131290917818465e-16         2.5173337975440907e-11         1.1312909178241627e-16          6.336969448513718e-22              45.00000059521331              45.00030570868248          5.952138853627011e-07             4050.0275674440795             12432.432593685728              12432.51069195487         0.00016125344988756517              552.5525525525526
        1.1150220071608122e-16         2.4991984098803765e-11          1.115022007166347e-16          6.245992692197258e-22              45.00000080056123              45.00044584793548          8.005619946492943e-07              4050.040198563486             12477.477695566311             12477.594524284446         0.00021808902819770524              553.5535535535536
        1.1150289740784042e-16          2.499202249416535e-11          1.115028974083939e-16          6.246011883737326e-22              45.00000059521342             45.000305733699484          5.952139969765157e-07             4050.0275696956355             12477.477639326582             12477.556043027134          0.0001618492596384857              554.5545545545546
        1.0990512659263744e-16          2.481261968052573e-11         1.0990512659317519e-16          6.156660954345709e-22             45.000000800561345              45.00044587295252          8.005621062638062e-07              4050.040200815052             12522.522741412718             12522.640015636242         0.00021889039161157567              555.5555555555557
        1.0990581336732409e-16         2.4812657803238728e-11         1.0990581336786185e-16          6.156679872847823e-22              45.00000059521353              45.00030575853694          5.952141069916574e-07              4050.027571931031             12522.522684967436              12522.60139412435         0.00016244506950033162              556.5565565565566
        1.0833653963903356e-16         2.4635178180600783e-11         1.0833653963955606e-16          6.068920040134224e-22              45.00000080056145             45.000445897790016          8.005622162796354e-07              4050.040203050458             12567.567787259126              12567.68550701299         0.00021969175513637218              557.5575575575576
        1.0833721666975859e-16         2.4635216033553948e-11         1.0833721667028109e-16          6.068938690433475e-22             45.000000595213635              45.00030578319678           5.95214215436642e-07             4050.0275741504415              12567.56773060829             12567.646745246338         0.00016304087947151695              558.5585585585586
        1.0679583237233205e-16          2.445963222558488e-11         1.0679583237283979e-16           5.98273608633681e-22              45.00000080056156              45.00044592244989          8.005623247252977e-07             4050.0402052698787             12612.612833105533              12612.73099841451         0.00022049311877050877              559.5595595595596
        1.0679649983658966e-16         2.4459669811626387e-11         1.0679649983709741e-16          5.982754473165982e-22              45.00000059521374             45.000305807680895          5.952143223393771e-07             4050.0275763540362             12612.612776249145             12612.692096392924         0.00016363668955048392              560.5605605605606
        1.0528241237528669e-16          2.428595492712221e-11         1.0528241237578012e-16          5.898076067443802e-22             45.000000800561665              45.00044594693404           8.00562431628701e-07             4050.0402074734834              12657.65787895194             12657.776489840628          0.0002212944825124277              561.5615615615616
        1.0528307043953865e-16          2.428599224906038e-11         1.0528307044003208e-16          5.898094195435899e-22              45.00000059521385              45.00030583199116          5.952144277271773e-07              4050.027578541985                 12657.65782189             12657.737447563932         0.00016423249973570241              562.5625625625626
        1.0379570184025825e-16         2.4114119871671805e-11         1.0379570184073785e-16          5.814907772069042e-22              45.00000080056177             45.000445971244346          8.005625370171599e-07              4050.040209661442             12702.702924798348             12702.821981291167          0.0002220958463605988              563.5635635635637
        1.0379635067538846e-16         2.4114156932275722e-11         1.0379635067586807e-16          5.814925645759685e-22             45.000000595213955              45.00030585612942          5.952145316267788e-07              4050.027580714453             12702.702867530854             12702.782798759188         0.00016482831002566936              564.5645645645646
        1.0233513721711967e-16          2.394410111048697e-11         1.0233513721758585e-16          5.733199780101684e-22              45.00000080056188              45.00044599538264          8.005626409174108e-07               4050.04021183392             12747.747970644756             12747.867472765955         0.00022289721031351902              565.5655655655656
        1.0233577697570663e-16          2.394413791248722e-11         1.0233577697617283e-16          5.733217403931531e-22             45.000000595214054              45.00030588009749          5.952146340643536e-07             4050.0275828716026             12747.747913171708              12747.82814997852         0.00016542412041890817              566.5665665665666
        1.0090016873601727e-16         2.3775873149840424e-11         1.0090016873647047e-16          5.652921440576644e-22              45.00000080056198              45.00044601935075           8.00562743355626e-07               4050.04021399108             12792.793016491163              12792.91296426482         0.00022369857436971172              567.5675675675676
        1.0090079958272965e-16         2.3775909695929782e-11         1.0090079958318285e-16          5.652938818893698e-22              45.00000059521415             45.000305903897164          5.952147350655235e-07             4050.0275850135963             12792.792958812563             12792.873501221762         0.00016601993091396817              568.5685685685686
         9.949026009337186e-17         2.3609410941488344e-11          9.949026009381248e-17          5.574042850238662e-22              45.00000080056208             45.000446043150454          8.005628443574274e-07             4050.0402161330835             12837.838062337572             12837.958455787593         0.00022449993852772626              569.5695695695696
         9.949088218234442e-17         2.3609447234322374e-11          9.949088218278503e-17          5.574059987300492e-22              45.00000059521425             45.000305927530206          5.952148346553735e-07              4050.027587140594             12837.838004453417             12837.918852488743         0.00016661574150942407              570.5705705705706
         9.810488804277624e-17         2.3444689873366547e-11          9.810488804320467e-17           5.49653483277585e-22              45.00000080056218              45.00044606678353             8.005629439479e-07             4050.0402182600906             12882.883108183982             12883.003947334108         0.00022530130278613733              571.5715715715717
         9.810550151788538e-17          2.344472591556425e-11          9.810550151831382e-17          5.496551732751793e-22              45.00000059521435              45.00030595099837          5.952149328584646e-07             4050.0275892527516             12882.883050094271             12882.964203779298         0.00016721155220387544              572.5725725725727
         9.674354202733503e-17         2.3281685760512556e-11          9.674354202775166e-17          5.420368918699717e-22             45.000000800562276              45.00044609025173          8.005630421516052e-07              4050.040220372258             12927.928154030391             12928.049438904196         0.00022610266714354448              573.5735735735736
         9.674414704442625e-17         2.3281721554657004e-11          9.674414704484288e-17          5.420385585672995e-22              45.00000059521445              45.00030597430336           5.95215029698847e-07              4050.027591350224             12927.928095735126             12928.009555093264         0.00016780736299594617              574.5745745745746
         9.540572384437364e-17         2.3120374836207065e-11           9.54057238447788e-17          5.345517325849214e-22             45.000000800562376             45.000446113556755          8.005631389925932e-07               4050.04022246974               12972.9731998768             12973.094930497693          0.0002269040315985716              575.5755755755756
         9.540632054910715e-17         2.3120410384846046e-11          9.540632054951231e-17          5.345533763819016e-22             45.000000595214544              45.00030599744688          5.952151252000721e-07             4050.0275934331635             12972.973141375982             12973.054906430476         0.00016840317388428397              576.5765765765766
         9.409094731226183e-17         2.2960733743329088e-11          9.409094731265591e-17          5.271952940497572e-22              45.00000080056247              45.00044613670031          8.005632344944156e-07              4050.040224552689              13018.01824572321             13018.140422114438          0.0002277053961498664              577.5775775775776
         9.409153584037674e-17         2.2960769048975634e-11          9.409153584077082e-17          5.271969153381039e-22              45.00000059521464               45.0003060204306          5.952152193852045e-07              4050.027595501721             13018.018187016838             13018.100257790775         0.00016899898486755988              578.5785785785787
         9.279873790357284e-17         2.2802739525918602e-11          9.279873790395616e-17          5.199649299041136e-22              45.00000080056256              45.00044615968407          8.005633286801371e-07             4050.0402266212564             13063.063291569619              13063.18591375427         0.00022850676079609993              579.5795795795797
         9.279931840265153e-17         2.2802774591051657e-11          9.279931840303485e-17          5.199665290675344e-22              45.00000059521473              45.00030604325617          5.952153122768341e-07              4050.027597556044             13063.063232657694             13063.145609174002         0.00016959479594446782              580.5805805805807
         9.152863248163601e-17         2.2646369620941223e-11          9.152863248200891e-17          5.128580570250445e-22              45.00000080056265              45.00044618250967          8.005634215723478e-07              4050.040228675589             13108.108337416028             13108.231405417031         0.00022930812553596604              581.5815815815816
         9.152920508228535e-17         2.2646404448006147e-11          9.152920508265825e-17          5.128596344394278e-22              45.00000059521482              45.00030606592521          5.952154038970868e-07             4050.0275995962797              13108.10827829855                 13108.19096058         0.00017019060711372404              582.5825825825826
         9.028017892358224e-17         2.2491601850249314e-11          9.028017892394503e-17          5.058721538064394e-22             45.000000800562745              45.00044620517874          8.005635131931737e-07              4050.040230715834             13153.153383262437             13153.276897102562         0.00023010949036818103              583.5835835835836
          9.02807437681664e-17          2.249163644165852e-11           9.02807437685292e-17          5.058737098400428e-22             45.000000595214914             45.000306088439324          5.952154942676363e-07              4050.027601622572             13153.153323939407              13153.23631200861         0.00017078641837406673              584.5845845845846
         8.905293589527402e-17           2.23384144127343e-11            8.9052935895627e-17          4.990047584909164e-22              45.00000080056284              45.00044622769289          8.005636035642886e-07             4050.0402327421357             13198.198429108847             13198.322388810706         0.00023091085529148306              585.5855855855856
         8.905349310246557e-17          2.233844877086776e-11          8.905349310281856e-17          4.990062935045444e-22             45.000000595215006             45.000306110800096          5.952155834097142e-07             4050.0276036350638             13198.198369580263              13198.28166345968          0.0001713822297242556              586.5865865865867
         8.784647249207315e-17         2.2186785876664804e-11          8.784647249241664e-17          4.922534675524068e-22              45.00000080056293               45.0004462500537          8.005636927069243e-07              4050.040234754637             13243.243474955256              13243.36788054131         0.00023171222030463182              587.5875875875877
         8.784702219933254e-17         2.2186820003870565e-11          8.784702219967603e-17          4.922549818995852e-22              45.00000059521509              45.00030613300909          5.952156713441211e-07              4050.027605633895             13243.243415221119             13243.327014933058         0.00017197804116307134              588.5885885885887
         8.666036800132077e-17         2.2036695172205805e-11          8.666036800165503e-17          4.856159341277386e-22             45.000000800563015              45.00044627226273          8.005637806418815e-07              4050.040236753477             13288.288520801665              13288.41337229422           0.000232513585406408              589.5895895895897
         8.666091032973579e-17         2.2036729070800603e-11          8.666091033007007e-17          4.856174281548886e-22              45.00000059521518              45.00030615506785          5.952157580912363e-07             4050.0276076192035             13288.288460861975             13288.372366428592         0.00017257385268931526              590.5905905905906
         8.549421160204137e-17         2.1888121584113886e-11           8.54942116023667e-17          4.790898664955706e-22               45.0000008005631              45.00044629432151          8.005638673895395e-07              4050.040238738795             13333.333566648074             13333.458864069287         0.00023331495059561292              591.5915915915916
         8.549474668427929e-17         2.1888155256383612e-11          8.549474668460462e-17          4.790913405421722e-22              45.00000059521526              45.00030617697788          5.952158436710277e-07              4050.027609591128             13333.333506502831             13333.417717946131         0.00017316966430180888              592.5925925925926
         8.434760212113359e-17         2.1741044744603808e-11          8.434760212145025e-17           4.72673026601094e-22             45.000000800563186              45.00044631623158          8.005639529698665e-07              4050.040240710728             13378.378612494484              13378.50435586636         0.00023411631587106808              593.5935935935936
