                     Force(x),                      Force(y),                      Force(z),                    Force(Net),                   Velocity(x),                   Velocity(y),                   Velocity(z),                 Velocity(Net),                   Position(x),                   Position(y),                   Position(z),                          Time,
          4.65570684275381e-15         1.6043353980616512e-10          4.655706843727784e-15         2.5738920738087585e-20              45.00000080039992              45.00043512405095          8.004006523142725e-07              4050.039233389912              4909.909993375961              4909.952608594145          8.346612753909413e-05             217.21721721721724
         4.655735116433115e-15         1.6043377640084936e-10          4.655735117407101e-15         2.5738996653589467e-20             45.000000595056655              45.00029514540826          5.950572043839997e-07             4050.0266167289537              4909.909971669068              4909.937683630585          6.175921509128205e-05             218.21821821821823
         4.488906574287801e-15         1.5755350371042428e-10          4.488906575193058e-15          2.482310657173124e-20              45.00000080040458              45.00043528464532          8.004053127097854e-07              4050.039247843965              4954.955039222209              4954.998089279178          8.426733172579286e-05             219.21921921921924
         4.488933845462367e-15         1.5755373622875034e-10          4.488933846367634e-15         2.4823179839939688e-20             45.000000595061145              45.00029530311947          5.950616977839749e-07             4050.0266309234603              4954.955017309768              4954.983024195413          6.235487019747223e-05             220.22022022022023
        4.3295017360039315e-15         1.5475005366609405e-10          4.329501736845876e-15          2.394757914714816e-20              45.00000080040907              45.00043544235677          8.004098061370591e-07             4050.0392620385364              5000.000085068462              5000.043570123524          8.506854049398447e-05             221.22122122122124
         4.329528048597092e-15         1.5475028221118606e-10          4.329528049439046e-15         2.3947649881931358e-20              45.00000059506548              45.00029545802443          5.950660316195474e-07             4050.0266448653883              5000.000062950472              5000.028364916707          6.295052972169823e-05             222.22222222222223
        4.1771027470894396e-15         1.5202050768827328e-10          4.177102747873008e-15         2.3110234792696732e-20               45.0000008004134             45.000435597261955          8.004141399989705e-07             4050.0392759805286              5045.045130914719              5045.089051124334          8.586975368023874e-05             223.22322322322324
        4.1771281428636176e-15         1.5202073235985422e-10          4.177128143647195e-15         2.3110303102123223e-20              45.00000059506966             45.000295610197114          5.950702129035792e-07              4050.026658561396               5045.04510859118              5045.073705791692          6.354619350774584e-05             224.22422422422426
        4.0313437353815956e-15         1.4936229976066196e-10            4.0313437361113e-15         2.2309096622297303e-20              45.00000080041758              45.00043574943486          8.004183213084236e-07              4050.039289676598              5090.090176760981             5090.1345322788375          8.667097112834054e-05             225.22522522522524
        4.0313682538693574e-15         1.4936252065519035e-10           4.03136825459907e-15         2.2309162608976023e-20              45.00000059507369             45.000295759708926          5.950742482826945e-07               4050.02667201791             5090.0901542318925              5090.119046817671          6.414186140623747e-05             226.22622622622626
         3.891880904149332e-15         1.4677297389103327e-10          3.891880904829302e-15         2.1542305895111412e-20              45.00000080042162              45.00043589894689          8.004223567120818e-07             4050.0393031331746              5135.135222607247              5135.180013584334          8.747219268891137e-05             227.22722722722725
        3.8919045828706956e-15         1.4677319110183355e-10          3.891904583550674e-15         2.1542369656509192e-20              45.00000059507759              45.00029590662882           5.95078144059376e-07             4050.0266852411382              5135.135199872609              5135.164387992014          6.473753327427654e-05             228.22822822822826
         3.758391024600247e-15         1.4425017851793312e-10         3.7583910252342614e-15         2.0808114030706584e-20              45.00000080042551                45.000436045867          8.004262525124658e-07             4050.0393163564627              5180.180268453517              5180.225495038195          8.827341821905379e-05             229.22922922922925
         3.758413899127923e-15         1.4425039213532035e-10          3.758413899761946e-15         2.0808175659445042e-20             45.000000595081346               45.0002960510234          5.950819062125544e-07              4050.026698237074              5180.180245513328              5180.209729312161          6.533320897511334e-05             230.23023023023026
        3.6305700429297404e-15         1.4179166124517673e-10         3.6305700435212646e-15         2.0104875225029028e-20              45.00000080042927              45.00043619026179          8.004300146885416e-07              4050.039329352458              5225.225314299791              5225.270976637858          8.907464758201726e-05             231.23123123123125
        3.6305921470853744e-15         1.4179187135657472e-10          3.630592147676906e-15         2.0104934809161835e-20              45.00000059508498             45.000296192956995          5.950855404168021e-07             4050.0267110115087              5225.225291154053             5225.2550707756145          6.592888837783074e-05             232.23223223223226
        3.5081317926517383e-15         1.3939526388244374e-10          3.508131793203947e-15         1.9431039617470097e-20               45.0000008004329              45.00043633219559          8.004336489149156e-07             4050.0393421269514              5270.270360146068               5270.31645838083          8.987588064688386e-05             233.23323323323325
        3.5081531586002332e-15         1.3939547057249862e-10          3.508153159152449e-15         1.9431097240742604e-20              45.00000059508849              45.00029633249179          5.950890520602388e-07              4050.026723570039               5270.27033679478              5270.300412379943          6.652457135704848e-05             234.23423423423426
        3.3908068031728973e-15          1.370589177718755e-10         3.3908068036887047e-15          1.878514696379287e-20              45.00000080043641             45.000436471730595          8.004371605797396e-07              4050.039354685539              5315.315405992349              5315.361940264677          9.067711728827257e-05             235.23523523523525
         3.390827461467821e-15         1.3705912112256337e-10         3.3908274619836353e-15          1.878520270588492e-20              45.00000059509188               45.0002964696879          5.950924462612434e-07             4050.0267359180757               5315.31538243551              5315.345754122775          6.712025779264482e-05             236.23623623623627
        3.2783411969118645e-15         1.3478063938204131e-10          3.278341197393948e-15         1.8165820773726905e-20              45.00000080043981              45.00043660892691          8.004405548014233e-07              4050.039367033633              5360.360451838634              5360.407422287029          9.147835738606094e-05             237.23723723723725
        3.2783611765391115e-15         1.3478083947277133e-10         3.2783611770212006e-15          1.816587471048026e-20             45.000000595095166             45.000296604603456          5.950957278840636e-07             4050.0267480608513              5360.360428076245                5360.3910960018          6.771594756949433e-05             238.23823823823827
        3.1704956674072668e-15         1.3255852615199262e-10         3.1704956678580854e-15         1.7571762875692597e-20              45.00000080044309              45.00043674384267          8.004438364442431e-07             4050.0393791764645              5405.405497684921              5405.452904445572          9.227960082512284e-05             239.23923923923925
        3.1705149960357904e-15         1.3255872305970533e-10          3.170514996486615e-15         1.7571815079323983e-20              45.00000059509834             45.000296737294676          5.950989015534008e-07             4050.0267600034254              5405.405473716983              5405.436438014763          6.831164057722079e-05             240.24024024024027
        3.0670445324953522e-15         1.3039075256936558e-10         3.0670445329171684e-15          1.700174837441904e-20             45.000000800446266              45.00043687653408          8.004470101329283e-07             4050.0393911190936              5450.450543531212              5450.498386738053          9.308084749508138e-05             241.24124124124126
         3.067063236339686e-15         1.3039094636862706e-10          3.067063236761508e-15          1.700179891371993e-20              45.00000059510141              45.00029686781595          5.951019716680483e-07             4050.0267717506936              5450.450519357723              5450.481780159463          6.890733670996425e-05             242.24224224224227
        2.9677748555680544e-15          1.282755664676367e-10           2.96777485596295e-15         1.6454620970208452e-20             45.000000800449335              45.00043700705555          8.004500802662984e-07             4050.0394028664164              5495.495589377506              5495.543869162272          9.388209729007599e-05             243.24324324324326
         2.967792959707855e-15         1.2827575723072797e-10         2.9677929601027554e-15          1.645466991073225e-20              45.00000059510438             45.000296996219916          5.951049424136499e-07             4050.0267833073945              5495.495564998467              5495.527122433755          6.950303586616131e-05             244.24424424424427
         2.872485630453432e-15         1.2621128552869076e-10         2.8724856308233237e-15         1.5929288611307056e-20             45.000000800452305              45.00043713545971          8.004530510300223e-07               4050.03941442317              5540.540635223803              5540.589351716084          9.468335010854261e-05             245.24524524524526
        2.8725031586917873e-15         1.2621147332569382e-10         2.8725031590616837e-15         1.5929336015544872e-20              45.00000059510726              45.00029712255754          5.951078177746417e-07             4050.0267946781146              5540.540610639213              5540.572464835545          7.009873794833763e-05             246.24624624624627
         2.780987024179515e-15         1.2419629397783375e-10         2.7809870245261695e-15          1.542471945329628e-20              45.00000080045518              45.00043726179752          8.004559264085599e-07             4050.0394257939424              5585.585681070103              5585.634834397394          9.548460585300636e-05             247.24724724724726
        2.7810039992267093e-15          1.241964788767135e-10         2.7810039995733683e-15          1.542476538084191e-20             45.000000595110045             45.000297246878155          5.951106015454371e-07             4050.0268058672946              5585.585656279963              5585.617807362791          7.069444286291225e-05             248.24824824824827
        2.6930996734221405e-15         1.2222903945927916e-10         2.6930996737471867e-15         1.4939938101643595e-20              45.00000080045797              45.00043738611832          8.004587101963473e-07              4050.039436983174              5630.630726916406              5630.680317204159           9.62858644298857e-05             249.24924924924926
          2.69311611691232e-15         1.2222922152596161e-10         2.6931161172373706e-15         1.4939982609348346e-20              45.00000059511274              45.00029736922954          5.951132973409063e-07             4050.0268168792345              5630.630701920715              5630.663150013495          7.129015052001251e-05             250.25025025025028
         2.608654030307517e-15         1.2030803008096608e-10          2.608654030612458e-15         1.4474022115572787e-20              45.00000080046066              45.00043750846989          8.004614060082764e-07              4050.039447995165              5675.675772762712             5675.7258001343835          9.708712574930742e-05             251.25125125125126
         2.608669962853121e-15          1.203082093794137e-10          2.608669963158066e-15         1.4474065257691164e-20              45.00000059511535                45.000297489658          5.951159086062022e-07              4050.026827718103               5675.67574756147              5675.708492785711          7.188586083329936e-05             252.25225225225228
         2.527489753893199e-15         1.1843183161833294e-10         2.5274897541794234e-15         1.4026098753249575e-20             45.000000800463276              45.00043762889853          8.004640172895209e-07              4050.039458834083               5720.72081860902              5720.771283186119          9.788838972493195e-05             253.25325325325326
        2.5275051951735904e-15         1.1843200821061605e-10         2.5275051954598183e-15         1.4026140581575993e-20              45.00000059511788             45.000297608208385          5.951184386259762e-07              4050.026838387935             5720.7207932022275              5720.753835677537          7.248157371980194e-05             254.25425425425428
         2.449455143571186e-15           1.16599064867378e-10          2.449455143839975e-15         1.3595341939946683e-20             45.000000800465806              45.00043774744909          8.004665473247516e-07             4050.0394695039645              5765.765864455331              5765.816766357464          9.868965627378795e-05             255.25525525525526
         2.449470112378788e-15         1.1659923881374363e-10         2.4494701126475804e-15         1.3595382503944227e-20              45.00000059512033              45.00029772492417           5.95120890533027e-07              4050.026848892646              5765.765838842987             5765.7991786871125           7.30772890997614e-05              256.2562562562563
        2.3744066115598546e-15         1.1480840313799216e-10         2.3744066118123942e-15         1.3180969442371341e-20              45.00000080046826              45.00043786416504          8.004689992467862e-07              4050.039480008723              5810.810910301645             5810.8622496465605          9.949092531611604e-05             257.25725725725727
         2.374421125807559e-15          1.148085744969298e-10          2.374421126060102e-15         1.3181008789292832e-20             45.000000595122714              45.00029783984749          5.951232673164222e-07             4050.0268592360276               5810.81088448375             5810.8445218126235          7.367300689648285e-05              258.2582582582583
         2.302208191217832e-15         1.1305856987915763e-10          2.302208191455219e-15         1.2782240233720693e-20              45.00000080047064              45.00043797908854          8.004713760447102e-07             4050.0394903521524              5855.855956147961              5855.907733051592          0.0001002921967752209              259.2592592592593
        2.3022222680179465e-15         1.1305873870746198e-10         2.3022222682553364e-15         1.2782278408722616e-20             45.000000595125016             45.000297953019235          5.951255718291264e-07               4050.02686942176              5855.855930124514              5855.889865052297          7.426872703619534e-05              260.2602602602603
         2.232731078531813e-15          1.113483364281635e-10          2.232731078755062e-15         1.2398452035289659e-20              45.00000080047294             45.000438092260445          8.004736805715053e-07              4050.039500537931              5900.901001994279              5900.953216570786         0.00010109347057733112             261.26126126126127
        2.2327447342699203e-15         1.1134850278099485e-10         2.2327447344931723e-15         1.2398489081539517e-20             45.000000595127254              45.00029806447903          5.951278067951712e-07              4050.026879453409              5900.900975765281             5900.9352084043985          7.486444944791921e-05              262.2622622622623
        2.1658532045409327e-15         1.0967651987651297e-10          2.165853204750984e-15         1.2028939021604984e-20              45.00000080047518              45.00043820372041          8.004759155512196e-07              4050.039510569626              5945.946047840599              5945.998700202408         0.00010189474665146662              263.2632632632633
         2.165866454806877e-15          1.096766838074551e-10          2.165866455016931e-15         1.2028974980382438e-20              45.00000059512942              45.00029817426534          5.951299748163972e-07              4050.026889334437               5945.94602140605              5945.980551867234          7.546017406334041e-05              264.2642642642643
        2.1014588361122066e-15         1.0804198104567703e-10         2.1014588363099306e-15         1.1673069677106691e-20             45.000000800477345             45.000438313506876          8.004780835857091e-07                4050.0395204507              5990.991093686922              5991.044183944764         0.00010269602492931293             265.26526526526527
        2.1014716958070058e-15         1.0804214260679244e-10         2.1014716960047326e-15          1.167310458789884e-20             45.000000595131525              45.00029828241547          5.951320783787959e-07              4050.026899068203              5990.991067046822              5991.025895439146          7.605590081669136e-05              266.2662662662663
         2.039438203127097e-15         1.0644362256629666e-10         2.0394382033133024e-15         1.1330244793354834e-20              45.00000080047945              45.00043842165717          8.004801871609804e-07             4050.0395301845106              6036.036139533247              6036.089667796197         0.00010349730534510207              267.2672672672673
        2.0394506865962304e-15         1.0644378180817956e-10          2.039450686782438e-15         1.1330278693946056e-20             45.000000595133564             45.000298388965646          5.951341198584789e-07             4050.0269086579656              6036.036112687595              6036.071239118515          7.665162964463794e-05              268.2682682682683
         1.979687150346465e-15         1.0488038705485112e-10         1.9796871505219007e-15         1.0999895596613705e-20              45.00000080048149               45.0004385282075          8.004822286531594e-07             4050.0395397743173              6081.081185379573              6081.135151755088         0.00010429858783549954              269.2692692692693
         1.979699271173827e-15         1.0488054402667844e-10         1.9796992713492645e-15         1.0999928523170452e-20             45.000000595135546              45.00029849395102          5.951361015272982e-07             4050.0269181068907               6081.08115832837              6081.116582903759          7.724736048617235e-05              270.2702702702703
         1.922106811627727e-15          1.033512553821953e-10         1.9221068117930885e-15         1.0681481996464743e-20              45.00000080048347             45.000438633193035          8.004842103341117e-07             4050.0395492232856              6126.126231225902              6126.180635819854         0.00010509987233949718              271.2712712712713
        1.9221185829006495e-15         1.0335141013177572e-10          1.922118583066013e-15         1.0681513983615593e-20              45.00000059513747              45.00029859740573          5.951380255581409e-07             4050.0269274180496              6126.126203969147              6126.161926793327          7.784309328251141e-05              272.2722722722723
        1.8666033054543908e-15         1.0185524502872748e-10          1.866603305610324e-15         1.0374490946830529e-20             45.000000800485395               45.0004387366479          8.004861343767374e-07             4050.0395585344877              6171.171277072233             6171.2261199889435         0.00010590115879831142              273.2732732732733
         1.866614739689515e-15         1.0185539760254758e-10         1.8666147398454504e-15         1.0374522027741558e-20              45.00000059513934             45.000298699362936          5.951398940299183e-07             4050.0269365944273              6171.171249609926              6171.207270785704          7.843882797699993e-05              274.2742742742743
          1.81308745003358e-15         1.0039140852127979e-10          1.813087450180685e-15          1.007843491146106e-20             45.000000800487264             45.000438838605255          8.004880028599605e-07             4050.0395677109072              6216.216322918566              6216.271604260842         0.00010670244715528674              275.2752752752753
        1.8130985592033322e-15         1.0039155896454969e-10         1.8130985593504394e-15          1.007846511790731e-20              45.00000059514115              45.00029879985484          5.951417089322708e-07             4050.0269456389215              6216.216295250707              6216.252614879407          7.903456451501904e-05              276.2762762762763
          1.76147449647943e-15          9.895883194713717e-11         1.7614744966182655e-15          9.792850426547321e-21             45.000000800489076              45.00043893909731          8.004898177734333e-07             4050.0395767554432              6261.261368764901              6261.317088634066         0.00010750373735580396              277.2772772772773
        1.7614852920682584e-15          9.895898030383337e-11         1.7614852922070956e-15          9.792879788980143e-21             45.000000595142915              45.00029889891273          5.951434721700052e-07             4050.0269545543492              6261.261340891489              6261.297959072984          7.963030284389906e-05              278.2782782782783
        1.7116838789889072e-15          9.755663354087439e-11         1.7116838791199925e-15           9.51729675368818e-21              45.00000080049084              45.00043903815535          8.004915810219741e-07             4050.0395856709124              6306.306414611237              6306.362573107165         0.00010830502934719305              279.2792792792793
         1.711694371953883e-15          9.755677985378107e-11         1.7116943720849698e-15          9.517325301298899e-21              45.00000059514463              45.00029899656702          5.951451855672816e-07             4050.0269633434477              6306.306386532274              6306.343303365015          8.022604291283664e-05              280.2802802802803
        1.6636389806558388e-15          9.618396233997153e-11          1.663638980779657e-15           9.25135461695245e-21              45.00000080049255             45.000439135809785          8.004932944297539e-07              4050.039594460052              6351.351460457576              6351.408057678719         0.00010910632307865038              281.2812812812813
         1.663649181511573e-15          9.618410665072062e-11         1.6636491816353925e-15          9.251382377732655e-21              45.00000059514629             45.000299092847264          5.951468508715667e-07             4050.0269720088772               6351.35143217306              6351.388647754112          8.082178467281604e-05              282.2822822822823
        1.6172669138823033e-15           9.48399969054185e-11          1.617266913999304e-15          8.994625018250895e-21              45.00000080049421              45.00043923209017          8.004949597442501e-07              4050.039603125521              6396.396506303916              6396.453542347338         0.00010990761850115989              283.2832832832833
        1.6172768327505198e-15          9.484013925452757e-11         1.6172768328675221e-15          8.994652019049351e-21              45.00000059514791               45.0002991877822          5.951484697573664e-07              4050.026980553224              6396.396477813848              6396.433992238912          8.141752807653423e-05              284.2842842842843
        1.5724983146548664e-15          9.352394410374926e-11         1.5724983147654694e-15          8.746728125666718e-21              45.00000080049583              45.00043932702525          8.004965786399787e-07              4050.039611669906              6441.441552150257               6441.49902711166         0.00011070891556741826              285.2852852852853
         1.572507961193154e-15           9.35240845306585e-11         1.5725079613037585e-15          8.746754392243318e-21              45.00000059514949             45.000299281399755          5.951500438297536e-07              4050.026988979002              6441.441523454638              6441.479336818082          8.201327307832958e-05              286.2862862862863
         1.529267149268787e-15          9.223503794716712e-11          1.529267149373383e-15          8.507302229792676e-21              45.00000080049741              45.00043942064295          8.004981527220221e-07              4050.039620095724                6486.4865979966              6486.544511970353         0.00011151021423176362              287.2872872872873
        1.5292765327497517e-15          9.223517649027444e-11         1.5292765328543491e-15          8.507327786869448e-21             45.000000595151015             45.000299373727124          5.951515746277009e-07             4050.0269972886576              6486.486569095428              6486.524681490318          8.260901963411409e-05              288.2882882882883
        1.4875105328316607e-15          9.097253848862187e-11         1.4875105329306142e-15          8.276002763489162e-21              45.00000080049894              45.00043951297045          8.004996835293623e-07             4050.0396284054177             6531.5316438429445              6531.589996922111         0.00011231151445010765             289.28928928928934
        1.4875196621884084e-15           9.09726751853169e-11         1.4875196622873632e-15          8.276027634798602e-21              45.00000059515251              45.00029946479073          5.951530636272333e-07              4050.027005484571              6531.531614736221             6531.5700262543405          8.320476770130874e-05             290.29029029029033
        1.4471685592005246e-15           8.97357307688906e-11         1.4471685592941756e-15          8.052501380815412e-21              45.00000080050043              45.00043960403419          8.005011725380332e-07              4050.039636601369               6576.57668968929              6576.635481965657         0.00011311281617987111              291.2912912912913
          1.44717744295638e-15          8.973586565558732e-11          1.447177443050032e-15          8.052525589146261e-21             45.000000595153956             45.000299554616284          5.951545122444098e-07             4050.0270135690557              6576.576660377015              6576.615371108898          8.380051723878204e-05              292.2922922922923
        1.4081841406758792e-15          8.852392381288944e-11          1.408184140764545e-15           7.83648509119622e-21              45.00000080050188              45.00043969385988          8.005026211641023e-07             4050.0396446858904             6621.6217355356375              6621.680967099738         0.00011391411937992223             293.29329329329335
         1.408192787018436e-15          8.852405692505752e-11         1.4081927871071029e-15          7.836508658436838e-21              45.00000059515536              45.00029964322882          5.951559218381443e-07              4050.027021544364             6621.6217060178105              6621.660716052765          8.439626820679133e-05             294.29429429429433
        1.3705028576038026e-15          8.733644967260828e-11         1.3705028576877798e-15          7.627655445172596e-21              45.00000080050329             45.000439782472554          8.005040307664919e-07             4050.0396526612353              6666.666781381987              6666.726452323128         0.00011471542401051812              295.2952952952953
        1.3705112744268486e-15          8.733658104480325e-11          1.370511274510827e-15          7.627678392352087e-21             45.000000595156735              45.00029973065269          5.951572937128767e-07              4050.027029412688              6666.666751658608             6666.7060610847375          8.499202056692697e-05              296.2962962962963
        1.3340728170473158e-15          8.617266251421565e-11         1.3340728171268817e-15          7.425727768348408e-21              45.00000080050466              45.00043986989656          8.005054026496495e-07             4050.0396605295964              6711.711827228337              6711.771937634624         0.00011551673003324892             297.29729729729735
        1.3340810119088513e-15          8.617279218010792e-11          1.334081011988418e-15          7.425750115675611e-21              45.00000059515807             45.000299816911614          5.951586291211021e-07             4050.0270371761626              6711.711797299406              6711.751406203639           8.55877742820591e-05             298.29829829829833
        1.2988445195382837e-15          8.503193774702308e-11         1.2988445196136968e-15          7.230430440387603e-21             45.000000800505994              45.00043995615561          8.005067380660779e-07              4050.039668293107              6756.756873074689              6756.817423033049         0.00011631803741098453              299.2992992992993
        1.2988524997018298e-15          8.503206573942582e-11         1.2988524997772442e-15          7.230452207288071e-21              45.00000059515937              45.00029990202867          5.951599292657664e-07              4050.027044836866              6756.756842940205              6756.796751408314          8.618352931628676e-05              300.3003003003003
        1.2647707338481565e-15          8.391367119213487e-11         1.2647707339196594e-15          7.041504216141013e-21             45.000000800507294             45.000440041272796          8.005080382187303e-07             4050.0396759538457              6801.801918921042              6801.862908517247         0.00011711934610782377             301.30130130130135
        1.2647785062952024e-15          8.391379754303119e-11         1.2647785063667063e-15          7.041525421292158e-21             45.000000595160635              45.00029998602634          5.951611953025371e-07             4050.0270523968206              6801.801888581006              6801.842096697631          8.677928563488952e-05             302.30230230230234
        1.2318063790250258e-15          8.281727828873429e-11          1.231806379092845e-15          6.858701586188355e-21              45.00000080050856              45.00044012527059          8.005093042632812e-07              4050.039683513835             6846.8469647673965              6846.908394086087           0.000117920656089046              303.3033033033033
        1.2318139504929332e-15          8.281740302930277e-11         1.2318139505607532e-15          6.858722247552698e-21              45.00000059516187              45.00030006892652          5.951624283419556e-07             4050.0270598579978              6846.846934221808              6846.887442070481          8.737504320428116e-05              304.3043043043043
        1.1999084133893826e-15          8.174219333607462e-11           1.19990841345373e-15         6.6817861742717614e-21             45.000000800509795              45.00044020817089          8.005105373102788e-07             4050.0396909750466              6891.892010613752               6891.95387973846          0.0001187219673210648             305.30530530530535
         1.199915790329867e-15          8.174231649671451e-11         1.1999157903942154e-15          6.681806309128642e-21              45.00000059516307              45.00030015075054          5.951636294514785e-07             4050.0270672223164              6891.891979862611              6891.932787525774          8.797080199196555e-05             306.30630630630634
         1.169035729763911e-15          8.068786876935585e-11         1.1690357298249854e-15          6.510532169274079e-21             45.000000800510996              45.00044028999503           8.00511738427186e-07              4050.039698339399              6936.937056460109              6936.999365473278         0.00011952327977138386              307.3073073073073
        1.1690429183551621e-15          8.068799037971099e-11         1.1690429184162373e-15         6.5105517942496566e-21             45.000000595164245              45.00030023151918          5.951647996574143e-07             4050.0270744916475             6936.9370255034155             6936.9781330624455          8.856656196649453e-05              308.3083083083083
         1.139149056747064e-15          7.965377446776903e-11         1.1391490568050514e-15          6.344723789557535e-21              45.00000080051217              45.00044037076379          8.005129086403175e-07             4050.0397056087636              6981.982102306467              6982.044851289474         0.00012032459340855478             309.30930930930936
        1.1391560629805043e-15          7.965389455675113e-11         1.1391560630384925e-15           6.34474292065338e-21              45.00000059516538              45.00030031125269          5.951659399467604e-07             4050.0270816678135              6981.982071144221              6982.023478679448          8.916232309742755e-05             310.31031031031034
         1.110210865869997e-15          7.863939709308952e-11         1.1102108659250721e-15         6.1841547776297525e-21             45.000000800513305              45.00044045049742          8.005140489366769e-07             4050.0397127849633              7027.027148152826                 7027.090337186         0.00012112590820213686             311.31131131131133
        1.1102176954832133e-15          7.863951568890027e-11          1.110217695538289e-15          6.184173430249958e-21              45.00000059516649               45.0003003899708          5.951670512689486e-07             4050.0270887525917              7027.027116785028              7027.068824375756          8.975808535529327e-05              312.3123123123123
        1.0821852835503935e-15          7.764423945728952e-11         1.0821852836027195e-15          6.028627923243165e-21             45.000000800514414              45.00044052921566          8.005151602657015e-07             4050.0397198697733              7072.072193999186              7072.135823161832         0.00012192722412265857             313.31331331331336
        1.0821919420866207e-15          7.764435658744232e-11         1.0821919421389474e-15         6.0286461122201756e-21              45.00000059516757              45.00030046769277          5.951681345375007e-07              4050.027095747712              7072.072162425836              7072.114170150362          9.035384871155276e-05             314.31431431431434
         1.055038008445365e-15          7.666781991772727e-11         1.0550380084950952e-15          5.877954613163269e-21             45.000000800515494              45.00044060693774          8.005162435409188e-07             4050.0397268649263              7117.117239845547              7117.181309215963          0.0001227285411415808             315.31531531531533
        1.0550445012128922e-15          7.666793560906775e-11          1.055044501262623e-15          5.877972352782397e-21              45.00000059516863              45.00030054443733          5.951691906316033e-07              4050.027102654864              7117.117208066645              7117.159516002279          9.094961313856432e-05              316.3163163163163
         1.028736233114551e-15          7.570967179854885e-11         1.0287362331618296e-15          5.731954405960581e-21              45.00000080051655              45.00044068368242          8.005172996415207e-07              4050.039733772111              7162.162285691909              7162.226795347405          0.0001235298592312617             317.31731731731736
        1.0287425652441003e-15          7.570978607727505e-11         1.0287425652913793e-15          5.731971709983374e-21              45.00000059516966              45.00030062022279          5.951702203976025e-07             4050.0271094756936             7162.1622537074545              7162.204861930537          9.154537860954991e-05             318.31831831831835
        1.0032485702480943e-15          7.476934283701541e-11         1.0032485702930564e-15          5.590454630292163e-21              45.00000080051758              45.00044075946799          8.005183294138583e-07             4050.0397405929716              7207.207331538273              7207.272281555188         0.00012433117836492305             319.31931931931933
        1.0032547466762091e-15          7.476945572869696e-11         1.0032547467211716e-15          5.590471511978615e-21              45.00000059517066             45.000300695066976          5.951712246504255e-07             4050.0271162118056              7207.207299348265              7207.250207934186          9.214114509856294e-05              320.3203203203203
         9.785449828430825e-16          7.384639465353752e-11          9.785449828858548e-16          5.453290005241116e-21             45.000000800518585              45.00044083431229          8.005193336728641e-07              4050.039747329115              7252.252377384638              7252.317767838361         0.00012513249851661812             321.32132132132136
         9.785510083198934e-16          7.384650618313433e-11          9.785510083626662e-16          5.453306477370821e-21              45.00000059517164              45.00030076898729           5.95172204174933e-07             4050.0271228647666              7252.252344989077              7252.295554012291           9.27369125804575e-05             322.32232232232235
          9.54596718221919e-16          7.294040224426622e-11          9.545967182626208e-16          5.320302281377868e-21             45.000000800519565              45.00044090823272           8.00520313203403e-07             4050.0397539821065              7297.297423231003              7297.363254195991         0.00012593381966120084             323.32332332332334
         9.546025973415173e-16          7.294051243614637e-11          9.546025973822198e-16          5.320318356270154e-21             45.000000595172594             45.000300842000705          5.951731597272035e-07             4050.0271294361037              7297.297390629889              7297.340900163937          9.333268103085898e-05              324.3243243243244
         9.313762457428325e-16          7.205095349515207e-11          9.313762457815758e-16           5.19133990129549e-21              45.00000080052052              45.00044098124624          8.005212687615585e-07              4050.039760553474               7342.34246907737              7342.408740627162          0.0001267351417742964             325.32532532532537
          9.31381982926563e-16           7.20510623731091e-11          9.313819829653066e-16          5.191355590828603e-21             45.000000595173525             45.000300914123784          5.951740920357578e-07              4050.027135927308              7342.342436270703              7342.386246388223          9.392845042613573e-05             326.32632632632635
         9.088571978128627e-16          7.117764871644148e-11          9.088571978497528e-16         5.0662576784531866e-21              45.00000080052145              45.00044105336943          8.005222010758558e-07              4050.039767044708              7387.387514923737              7387.454227130974         0.00012753646483227308             327.32732732732734
         9.088627972937307e-16          7.117775630371124e-11          9.088627973306213e-16          5.066272994082568e-21             45.000000595174434              45.00030098537268          5.951750018027226e-07              4050.027142339833              7387.387481911517              7387.431592684267          9.452422074337221e-05              328.3283283283284
         8.870143140649646e-16          7.032010019663661e-11          8.870143141001008e-16          4.944916493238602e-21              45.00000080052236              45.00044112461843          8.005231108484257e-07              4050.039773457263              7432.432560770106              7432.499713706543         0.00012833778881221516             329.32932932932937
         8.870197799837337e-16          7.032020651591336e-11          8.870197800188705e-16          4.944931446014312e-21              45.00000059517532             45.000301055763174           5.95175889704939e-07             4050.0271486751003              7432.432527552332              7432.476939051202            9.5119991960343e-05             330.33033033033036
         8.658233886329913e-16          6.947793177499504e-11          8.658233886664668e-16          4.827183005230166e-21             45.000000800523246              45.00044119500903          8.005239987561134e-07             4050.0397797925593              7477.477606616475              7477.545200353004          0.0001291391136918971             331.33133133133134
         8.658287249318749e-16          6.947803684844693e-11           8.65828724965351e-16          4.827197605813468e-21              45.00000059517619             45.000301125310656          5.951767563950177e-07             4050.0271549344934              7477.477573193149              7477.522285488176          9.571576405548812e-05              332.3323323323324
         8.452612200910413e-16          6.865077843169518e-11           8.45261220122944e-16          4.712929380706638e-21              45.00000080052411              45.00044126455661          8.005248654515338e-07              4050.039786051981              7522.522652462845              7522.590687069503          0.0001299404394497588             333.33333333333337
         8.452664305866004e-16          6.865088228097956e-11          8.452664306185034e-16         4.7129436393858645e-21             45.000000595177035              45.00030119403016          5.951776025023452e-07              4050.027161119366              7522.522618833966              7522.567631994352           9.63115370078892e-05             334.33433433433436
